pair_id,label,complex,simple,complex_words,simple_words,compression_ratio
CD003643,ignore,"Another study investigating etanercept showed some evidence of a longer median time to relapse in the etanercept group, a secondary outcome in this review, but no improvement in other assessed outcomes.","Another study investigating etanercept showed some evidence of a longer median time to relapse in the etanercept group, a secondary outcome in this review, but no improvement in other assessed outcomes.",31,31,1.0
CD003643,ignore,"The other four randomised placebo-controlled trials assessed either plasma exchange and leukapheresis, eculizumab, infliximab or azathioprine against placebo and all produced negative results.","The other four randomised placebo-controlled trials assessed either plasma exchange and leukapheresis, eculizumab, infliximab or azathioprine against placebo and all produced negative results.",23,23,1.0
CD003643,ignore,"Three of the four studies comparing two immunosuppressant regimes (azathioprine with methotrexate, ciclosporin with methotrexate, and intramuscular methotrexate with oral methotrexate plus azathioprine) showed no statistically significant difference in efficacy between the treatment regimes.","Three of the four studies comparing two immunosuppressant regimes (azathioprine with methotrexate, ciclosporin with methotrexate, and intramuscular methotrexate with oral methotrexate plus azathioprine) showed no statistically significant difference in efficacy between the treatment regimes.",34,34,1.0
CD003643,ignore,The fourth study comparing pulsed oral dexamethasone with daily oral prednisolone and found that the dexamethasone regime had a shorter median time to relapse but fewer side effects.,The fourth study comparing pulsed oral dexamethasone with daily oral prednisolone and found that the dexamethasone regime had a shorter median time to relapse but fewer side effects.,28,28,1.0
CD003643,ignore,Immunosuppressants were associated with significant side effects.,Immunosuppressants were associated with significant side effects.,7,7,1.0
CD003643,rephrase,This systematic review highlights the lack of high quality RCTs that assess the efficacy and toxicity of immunosuppressants in inflammatory myositis.,The small number of RCTs of immunosuppressants and immunomodulatory therapies are inadequate to decide whether these agents are beneficial in dermatomyositis and polymyositis.,21,23,1.0952380952380953
CD009546,rephrase,"The search resulted in four potential studies; after inspection, all were excluded.","The search was carried out 15 November 2012 and resulted in identification of four potential studies, but none could be included.",12,21,1.75
CD009546,rephrase,Three studies were excluded because they involved people with clozapine-induced hypersalivation - a topic covered in another Cochrane review.,Three of these were excluded because they involved clozapine-related hypersalivation.,19,10,0.5263157894736842
CD009546,rephrase,"The fourth study was excluded because it involved people with schizophrenia, mood disorders or other mental disorders who were suffering from clozapine- and non-clozapine induced hypersalivation and were treated with Chinese medicines with unknown anticholinergic properties.",The fourth study was excluded because it involved people with mood or other mental disorders and Chinese medicines.,36,18,0.5
CD009546,rephrase,"Accordingly, this empty review points out an important clinical problem that needs to be investigated via well-designed and well-conducted randomised trials.",Dribbling or hypersalivation is an important problem that needs to be investigated via well-designed research and randomised trials.,21,18,0.8571428571428571
